timestamp,xauusd_open,xauusd_high,xauusd_low,xauusd_close,xauusd_ret1,xauusd_ret3,usdthb_ret1,xau_macd_delta1,xauusd_dist_ema21,xauusd_dist_ema50,usdthb_dist_ema21,trend_regime,xauusd_rsi14,xau_rsi_delta1,xauusd_macd_hist,xauusd_atr_norm,xauusd_bb_width,atr_rank50,wick_bias,body_strength,hour_sin,session_id,session_name,target_buy,target_sell,buy_score,sell_score
2026-04-01 00:00:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,0.001996375810068,0.0111202614782071,0.0001087956903589,0.0002515895087953,0.0013040931673869,1,65.47835038082967,0.0,-0.0444810459128302,0.0008776850677866,0.0035506016575602,0.08,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,1,0,5.0,0.0016184916600538
2026-04-01 00:05:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,-0.0011341343795978,0.0088962091825655,0.0001087956903589,0.0002515895087953,0.0001531610822176,1,65.47835038082967,0.0,-0.0355848367302646,0.0008776850677866,0.0035506016575602,0.09,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.001612814831633
2026-04-01 00:10:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,0.0010740479332247,0.007116967346052,0.0001087956903589,0.0002515895087953,0.0011156696213194,1,65.47835038082967,0.0,-0.0284678693842126,0.0008776850677866,0.0035506016575602,0.1,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.0016124739734176
2026-04-01 00:15:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,-3.065415976943875e-05,0.0056935738768419,0.0001087956903589,0.0002515895087953,0.0009862493231197,1,65.47835038082967,0.0,-0.0227742955073706,0.0008776850677866,0.0035506016575602,0.11,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,1,0,5.0,0.0016031128404668
2026-04-01 00:20:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,-0.0012262039790318,0.0045548591014732,0.0001087956903589,0.0002515895087953,-0.0002192448055924,1,65.47835038082967,0.0,-0.0182194364058974,0.0008776850677866,0.0035506016575602,0.12,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.0016006091638759
2026-04-01 00:25:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,-3.069273502975811e-05,0.0036438872811785,0.0001087956903589,0.0002515895087953,-0.0002272149910929,1,65.47835038082967,0.0,-0.0145755491247188,0.0008776850677866,0.0035506016575602,0.13,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.0015915201335022
2026-04-01 00:30:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,3.0693677102622274e-05,0.0029151098249435,0.0001087956903589,0.0002515895087953,-0.0001786652721198,1,65.47835038082967,0.0,-0.0116604392997752,0.0008776850677866,0.0035506016575602,0.14,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,1,0,5.0,0.0015908318660611
2026-04-01 00:35:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,0.0,0.0023320878599548,0.0001087956903589,0.0002515895087953,-0.0001624256128195,1,65.47835038082967,0.0,-0.0093283514398203,0.0008776850677866,0.0035506016575602,0.15,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.0015908318660611
2026-04-01 00:40:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,0.0,0.0018656702879633,0.0001087956903589,0.0002515895087953,-0.0001476618283871,1,65.47835038082967,0.0,-0.0074626811518569,0.0008776850677866,0.0035506016575602,0.16,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.0015908318660611
2026-04-01 00:45:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,0.0,0.001492536230371,0.0001087956903589,0.0002515895087953,-0.0001342398278154,1,65.47835038082967,0.0,-0.0059701449214859,0.0008776850677866,0.0035506016575602,0.17,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,1,0,5.0,0.0015908318660611
2026-04-01 00:50:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,0.0001534636751479,0.0011940289842966,0.0001087956903589,0.0002515895087953,1.745746624658782e-05,1,65.47835038082967,0.0,-0.0047761159371892,0.0008776850677866,0.0035506016575602,0.18,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.0015908318660611
2026-04-01 00:55:00,3427.46,3428.87,3425.38,3427.44,0.0,0.0,0.0,0.0009552231874376,0.0001087956903589,0.0002515895087953,1.5870398673479533e-05,1,65.47835038082967,0.0,-0.0038208927497516,0.0008776850677866,0.0035506016575602,0.19,0.0399999999999636,0.0057306590257831,0.0,2026-03-31_Night,Night,0,0,5.0,0.0
2026-04-01 01:00:00,4667.56,4681.52,4667.54,4674.05,0.3637146091543544,0.3637146091543544,0.0,-4.200703211980938,-7.782346346074342e-05,0.0031362355142732,1.442761434199378e-05,0,65.47835038082967,0.0,-4.20452410473069,0.0018798330231608,0.0035506016575602,0.78,-7.449999999999818,0.4642346208869501,0.2588190451025207,2026-03-31_Night,Night,0,0,3.3628285024153985,0.2570896294763031
2026-04-01 01:05:00,4674.05,4677.65,4664.16,4669.39,-0.0009969940415699,0.3623549938146255,0.0,0.3572084001912783,-0.0009771317561377,0.002052173553108,1.3115995835258572e-05,0,39.731266225903745,-25.74708415492592,-3.847315704539412,0.001953660451285,0.0035506016575602,0.82,1.6300000000010186,0.3454410674573706,0.2588190451025207,2026-03-31_Night,Night,1,0,5.0,0.1464980177458998
2026-04-01 01:10:00,4669.39,4674.12,4662.91,4668.99,-8.566429447964818e-05,0.3622382886352495,0.0,0.3492982923552148,-0.0009661954764553,0.0018890766757147,1.1923618360144069e-05,0,39.368799879549776,-0.362466346353969,-3.498017412184197,0.0019857649462599,0.0035506016575602,0.86,1.3500000000003638,0.0356824264050441,0.2588190451025207,2026-03-31_Night,Night,0,0,5.0,0.1379051901817441
2026-04-01 01:15:00,4668.96,4673.73,4666.12,4666.9,-0.0004476342849309,-0.0015297226174304,9.20640765973424e-05,0.2261504337408837,-0.0012850717189543,0.0013840245950353,9.453437240260882e-05,0,37.446515344552985,-1.9222845349967912,-3.271866978443313,0.0019612241346151,0.0035506016575602,0.84,-3.9899999999997817,0.2706964520368579,0.2588190451025207,2026-03-31_Night,Night,0,0,5.0,0.0950234403173372
2026-04-01 01:20:00,4666.9,4681.86,4663.08,4681.45,0.0031177012577943,0.0025827784785592,0.0,1.2064917348999642,0.0016621083019699,0.0043285684541589,8.593959998003415e-05,1,54.20924358767324,16.762728243120257,-2.065375243543349,0.0021020178406241,0.0035506016575602,0.96,3.4099999999998545,0.7747603833866017,0.2588190451025207,2026-03-31_Night,Night,0,0,1.7333990918264557,0.4844781227083789
2026-04-01 01:25:00,4681.45,4686.61,4670.92,4674.54,-0.0014760384069038,0.0011886939145298,0.0003682224063334,0.3928847221585965,0.0001669213585667,0.0027342223690239,0.0004128862710613,1,47.6751546123189,-6.534088975354344,-1.6724905213847523,0.002194507579659,0.0035506016575602,1.0,-1.5399999999999636,0.4404079031230102,0.2588190451025207,2026-03-31_Night,Night,0,0,3.197183888458573,0.2699707235466318
2026-04-01 01:30:00,4674.54,4676.51,4671.12,4673.01,-0.0003273049326778,0.0013092202532731,0.0,0.2094869179592349,-0.0001458550439701,0.0023114505936798,0.0003753370671902,0,46.34318105121246,-1.3319735611064374,-1.4630036034255176,0.0021208122357118,0.0035506016575602,0.98,-0.0799999999999272,0.2838589981446479,0.2588190451025207,2026-03-31_Night,Night,1,0,3.7616683655535184,0.2305977710233077
2026-04-01 01:35:00,4673.01,4695.44,4671.79,4694.87,0.0046779270748402,0.0028666332012516,0.0,1.5795847147354911,0.0041177489264461,0.0067238273859053,0.0003412038732219,1,62.474591280169015,16.131410228956554,0.1165811113099737,0.0023199714066759,0.0035506016575602,1.0,0.6500000000005457,0.92431289640592,0.2588190451025207,2026-03-31_Night,Night,0,1,0.6292774368231022,1.2091669698072045
2026-04-01 01:40:00,4694.87,4696.44,4683.66,4684.68,-0.0021704541339802,0.002169197396963,3.0673905708322735e-05,0.3099091923729493,0.0017618326374103,0.0043600120958626,0.000338068793277,1,54.282152834194,-8.192438445975014,0.426490303682923,0.0023538051395306,0.0035506016575602,1.0,-0.5499999999992724,0.7973395931142255,0.2588190451025207,2026-03-31_Night,Night,0,0,1.3501712798264265,0.6117303609341975
2026-04-01 01:45:00,4684.68,4686.92,4661.63,4670.92,-0.0029372337064644,-0.0004472492034042,0.0001226918593952,-0.7309458968078784,-0.0010733660929862,0.0013546040945655,0.0004188934802368,0,45.58863943520923,-8.69351339898477,-0.3044555931249553,0.0025788543063668,0.0035506016575602,1.0,7.050000000000182,0.5440885725583329,0.2588190451025207,2026-03-31_Night,Night,1,0,5.0,0.1234447900466643
2026-04-01 01:50:00,4670.92,4678.84,4668.11,4671.3,8.135442268342175e-05,-0.005020373301071,0.0,-0.4419406279873645,-0.0009019895269744,0.0013796746015447,0.0003807977535156,0,45.8465766621215,0.2579372269122686,-0.7463962211123198,0.0025585274218103,0.0035506016575602,0.98,-4.729999999999563,0.035414725069906,0.2588190451025207,2026-03-31_Night,Night,0,0,5.0,0.131805718762251
2026-04-01 01:55:00,4671.31,4683.93,4664.57,4680.84,0.0020422580437993,-0.0008196931273855,0.0,0.3486405220765047,0.0010348260128459,0.00329000450314,0.0003461677922945,1,51.998723455112824,6.152146792991324,-0.3977556990358151,0.0026663626750072,0.0035506016575602,1.0,3.6500000000005457,0.4922520661156745,0.2588190451025207,2026-03-31_Night,Night,0,0,3.9156577827545784,0.2150770712909536
2026-04-01 02:00:00,4680.84,4682.59,4676.02,4677.06,-0.0008075473632936,0.0013145161980938,0.0002453536158988,-0.0232595577894154,0.0002058530155792,0.0023823215607917,0.0005377950231074,1,49.59456563795222,-2.404157817160602,-0.4210152568252305,0.0025782469852528,0.0035506016575602,0.96,-0.7100000000000364,0.5753424657534114,0.4999999999999999,2026-03-31_Night,Night,1,0,5.0,0.1136865342163494
2026-04-01 06:15:00,4689.62,4694.22,4687.07,4690.29,0.0001428687185742,0.0011911089480458,0.0003056888698682,0.4762555408355121,7.321017848715163e-05,0.0009405658435775,0.0016659705401927,1,50.12189050243796,0.6463518050967352,-0.7060205072680877,0.0016460382539113,0.0097791074397682,0.04,-1.3800000000001091,0.0937062937062967,1.0,2026-04-01_Morning,Morning,0,1,0.286852948773164,1.7558578987149456
2026-04-01 06:20:00,4690.29,4691.32,4688.32,4689.85,-9.381083046033913e-05,0.0005824472170545,0.0005195122696575,0.3146149740775531,-1.8734144079190392e-05,0.0008134371508713,0.0019871943927984,0,49.67247747960811,-0.4494130228298445,-0.3914055331905346,0.0015742988719589,0.008093704461194,0.02,0.5000000000009095,0.1466666666665332,1.0,2026-04-01_Morning,Morning,0,0,0.5745594559017058,1.1592065106815936
2026-04-01 06:25:00,4689.85,4691.64,4684.47,4687.44,-0.0005138757103106,-0.0004648564275997,-3.0543677458916285e-05,0.0719804561767629,-0.0004842054692386,0.0002874089482427,0.0017784018716179,0,47.17730600654769,-2.495171473060424,-0.3194250770137716,0.0015718590887949,0.0076936196435738,0.02,1.1799999999993815,0.3361227336123765,1.0,2026-04-01_Morning,Morning,0,0,0.8516969578018033,0.8520066889631747
2026-04-01 06:30:00,4687.39,4688.33,4684.71,4687.45,2.1333606403661776e-06,-0.0006055062693351,-0.0002749014936314,0.0712952873152765,-0.0004382675175299,0.0002781851389489,0.0013661874119251,0,47.189160289486395,0.0118542829387067,-0.248129789698495,0.0015147428189459,0.0072724520930045,0.02,1.800000000000182,0.0165745856352189,1.0,2026-04-01_Morning,Morning,0,0,0.9140544384502376,0.8091269841269669
2026-04-01 06:35:00,4687.46,4688.71,4685.54,4688.07,0.0001322680775261,-0.0003795430557481,-0.0007027192178428,0.106622732886737,-0.0002782417496369,0.000394386015292,0.000602243862533,0,47.96880177846349,0.7796414889770915,-0.141507056811758,0.001454659775416,0.0065434841380218,0.02,1.2799999999997451,0.1924290220819112,1.0,2026-04-01_Morning,Morning,0,1,0.857529842931962,0.8547599674531884
2026-04-01 06:40:00,4688.07,4688.07,4683.12,4687.03,-0.0002218396909602,-8.746778625434715e-05,0.0,0.0175611527907471,-0.0004545840414833,0.0001656946217282,0.0005474644471115,0,46.72277652184892,-1.2460252566145655,-0.1239459040210109,0.001426491358575,0.0055701366470333,0.02,3.9099999999998545,0.2101010101010104,1.0,2026-04-01_Morning,Morning,0,0,0.9543394091136964,0.7794691647150441
2026-04-01 06:45:00,4687.03,4688.7,4684.15,4684.31,-0.0005803248539052,-0.0006698738119872,-0.0001222979790258,-0.1461126822784881,-0.0009406749231272,-0.0003984690895414,0.0003864391697999,0,43.53746876518829,-3.1853077566606345,-0.2700585862994991,0.00139474881193,0.0032957709129176,0.02,-1.5099999999993088,0.59780219780203,1.0,2026-04-01_Morning,Morning,0,0,2.147360347826055,0.3956422018348673
2026-04-01 06:50:00,4684.31,4685.06,4681.38,4683.11,-0.0002561743351743,-0.0010580046799643,-0.0003669388129529,-0.1434224358183113,-0.0010879440598324,-0.0006288892015468,1.7598657498600822e-05,0,42.171505905561794,-1.3659628596264923,-0.4134810221178104,0.001351584516238,0.0030746843306327,0.02,0.9799999999995634,0.326086956521911,1.0,2026-04-01_Morning,Morning,0,0,2.390258317757122,0.3573018699910785
2026-04-01 06:55:00,4683.11,4686.41,4679.73,4681.91,-0.0002562399772799,-0.0010923761955865,0.0008565048484292,-0.1332753934869763,-0.0012218813378429,-0.0008502929126555,0.0007945901115138,0,40.79319215243323,-1.378313753128566,-0.5467564156047868,0.0013572764492927,0.0025640104445937,0.04,-1.1199999999998909,0.1796407185628392,1.0,2026-04-01_Morning,Morning,0,0,3.0138266666668043,0.289417267589151
2026-04-01 07:00:00,4681.91,4682.05,4675.49,4676.64,-0.0011256089929109,-0.0016373809589886,0.0005195757816558,-0.3784206308507072,-0.0021332867852163,-0.0018976429624095,0.0011949287819548,0,35.331740812925005,-5.461451339508223,-0.925177046455494,0.0013619424010951,0.0030575414987287,0.06,1.0100000000002185,0.8033536585364642,0.9659258262890684,2026-04-01_Morning,Morning,1,0,5.0,0.169317780134322
2026-04-01 07:05:00,4676.64,4680.25,4674.56,4674.94,-0.0003635088439565,-0.0017445671786483,0.0002443792766373,-0.2822977561363089,-0.0022696242394049,-0.0021720089668512,0.0013085560860725,0,33.76150400904625,-1.5702368038787569,-1.207474802591803,0.0013520583921711,0.0035562902985528,0.04,-3.230000000000473,0.2987697715291471,0.9659258262890684,2026-04-01_Morning,Morning,0,0,5.0,0.1352093342484404
2026-04-01 07:10:00,4674.96,4675.74,4673.03,4673.91,-0.0002203236832986,-0.001708704353565,-0.0004580991937453,-0.1617413715422631,-0.0022636467216204,-0.002298271478661,0.0007725379901118,0,32.81006661727413,-0.9514373917721172,-1.369216174134066,0.0012971747756414,0.0040666459800867,0.02,0.1000000000003638,0.3874538745388073,0.9659258262890684,2026-04-01_Morning,Morning,0,0,5.0,0.1154948575282314
2026-04-01 07:15:00,4673.91,4674.09,4667.06,4668.88,-0.0010761867472843,-0.0016593109582948,-0.0003360933728496,-0.3298501499296664,-0.0030349183956065,-0.0032401786204267,0.0003965160699348,0,28.57500113281232,-4.235065484461813,-1.6990663240637325,0.001313368149826,0.0049172619555932,0.04,1.639999999999418,0.7155049786628631,0.9659258262890684,2026-04-01_Morning,Morning,1,0,5.0,0.0029530618588826
2026-04-01 07:20:00,4668.88,4672.96,4668.69,4672.43,0.0007603536608351,-0.0005369052864848,-6.112843083327935e-05,0.1335018858900549,-0.0020703124816432,-0.0023851761728145,0.0003048665241717,0,34.95622268670206,6.381221553889745,-1.5655644381736775,0.0012839060760319,0.005322424672293,0.02,-0.339999999999236,0.8313817330210349,0.9659258262890684,2026-04-01_Morning,Morning,0,0,5.0,0.0559302516861415
2026-04-01 07:25:00,4672.43,4673.45,4671.2,4672.43,0.0,-0.0003166513689821,9.169825161992053e-05,0.1939391073451699,-0.0018824565536118,-0.0022918542239232,0.0003605258484781,0,34.95622268670206,0.0,-1.3716253308285076,0.001226594795257,0.0056501397695337,0.02,0.2100000000009458,0.0,0.9659258262890684,2026-04-01_Morning,Morning,0,0,5.0,0.0559302516861415
